gene,papillary 1,reticular 1, papillary 2, reticular 2, papillary 3, reticular 3
PCSK2,0.130942432822,0.172071390613,0.164208930773,0.0738551577463,0.140271070343,0.0976337335147
PCSK4,0.0,0.0332248398367,0.0138315859522,0.0,0.0183752968017,0.0165131589401
PCSK5,0.379616257477,0.320694647672,0.242576757801,0.943458458493,0.403075672007,0.55482027555
PCSK6,0.160905323156,0.143429987763,0.202377941826,0.0712871193639,0.140364797371,0.123032588487
PCSK7,0.635348952653,1.26488341355,1.73781951038,1.0359236303,0.881981122628,0.946317186053
PCSK9,0.00377710133448,0.016671144105,0.0975373382892,0.0130943253863,0.0337464211792,0.0409172238809
PCTP,0.108263150474,0.332794859549,0.263914160349,0.218133179896,0.14940369161,0.0
PCYOX1,0.788032598425,0.990261341082,1.66108063519,0.900994813607,1.71881287499,1.34743392954
PCYOX1L,0.143855902331,0.0812344395056,0.0929642591364,0.0131608691065,0.155043446808,0.145149848137
PCYT1A,0.516568015851,0.579747982314,0.589173353024,0.602711525044,0.505879681457,0.493498034568
PCYT1B,0.030876337563,0.00665405622276,0.0451150543454,0.0475238983435,0.0428610391907,0.0235622403772
PCYT1B-AS1,0.0,0.016890618338,0.00926701552165,0.0139556488642,0.0,0.0
